0,1,2,3,4,5,6,7
7.80781887824886e-13,5.136846486788116e-06,9.367115747094513e-07,0.9999924911291318,1.4340277451426362e-06,1.2838495933426913e-09,4.306781822831863e-13,1.4447643420402244e-16
0.9986463653601668,0.00012077875800525453,0.0005775822108141064,6.820786498154787e-05,0.0005870362684123034,2.9527711076879296e-08,9.90526656679893e-12,3.3228467326569318e-15
0.002858409519216312,0.001961628066324995,0.07982095641257764,0.0021651739813571364,0.9131933567821807,4.750789218199025e-07,1.5936801256821588e-10,5.3462011938399566e-14
0.0018167159286360337,0.0011614118787927235,0.010623187064352715,0.0024645300393988496,0.9839338746777221,2.8031703242384887e-07,9.403391493364876e-11,3.154486399353516e-14
0.9937719765191765,0.00017029860181239388,0.005821369294673387,5.9666420665840975e-05,0.00017664733990459052,4.1809737381566876e-08,1.402536801588769e-11,4.704986785312183e-15
0.998072068954303,4.861136768749099e-05,7.403430476601317e-06,7.606160692447892e-07,0.001871143860938048,1.1766576948984319e-08,3.9471666991284975e-12,1.3241269046423897e-15
0.9995094991203753,3.934346054559767e-05,1.6032414606967473e-05,1.3276508888736456e-06,0.00043378779636822054,9.554009018766654e-09,3.204950433522683e-12,1.0751410876893076e-15
0.9636191836247048,0.0007581507915719183,0.026893231018817562,0.0016254588139314446,0.007103789774274321,1.859143130707027e-07,6.236623600176418e-11,2.0921541301355295e-14
0.9248356233173909,0.0011917843610114642,0.02862172043271877,0.025762534680550387,0.019588043824777898,2.932851329936635e-07,9.838460201914722e-11,3.3004356958503653e-14
0.9767970641979485,0.00017108972565651052,0.022459456966008953,2.6325496851544268e-05,0.0005460214014168567,4.219795706230833e-08,1.4155614998209637e-11,4.74867978182988e-15
2.5724420711905987e-10,6.1527787442955685e-09,0.9999999835266992,5.4795606882985315e-24,1.006178955887993e-08,1.4880903243270481e-12,4.991884485187347e-16,1.6745906760611375e-19
0.02802183130456593,0.0012921795637008643,0.9383004957666823,6.304597224895901e-05,0.032322131155705064,3.1613101344108635e-07,1.0604826522310153e-10,3.557522952521605e-14
1.7415364023817788e-06,1.063518392556403e-06,3.7539982652686396e-07,9.537077436283824e-14,0.9999968192974358,2.4776439959414744e-10,8.311323300338343e-14,2.788138327956138e-17
1.613086152216607e-09,2.755233214733072e-05,1.6288041839106436e-05,0.99990721498431,4.893617326101474e-05,6.853056875067701e-09,2.2989130861999266e-12,7.711994216846665e-16
4.889925476274569e-09,4.7296593400008787e-05,1.6708634561334224e-05,0.9998666399833191,6.933811496140523e-05,1.1779879303761566e-08,3.951656638042466e-12,1.3256331144437586e-15
9.430179489202828e-12,1.0551868585680293e-05,2.8805745077767876e-06,0.9999785912772814,7.973646120488047e-06,2.6231941035756015e-09,8.799714639317628e-13,2.951975384055116e-16
6.357830873002408e-15,4.407623161170276e-06,1.3594204643119427e-06,0.9999925877871628,1.644080109257913e-06,1.0887309163407444e-09,3.6522292691438533e-13,1.2251864220195227e-16
0.9959708737018368,7.425413072807532e-05,0.0038564895666121945,2.2257755111125518e-06,9.613858629699467e-05,1.8232896782241348e-08,6.116352631406282e-12,2.051807715337718e-15
2.0233132973140952e-07,4.36105013956502e-08,0.9999997523315831,1.105547782924517e-19,1.7159043440661398e-09,1.0677702505096075e-11,3.5819073555096266e-15,1.2015960473172064e-18
0.9739207576890487,0.0007177652235955211,0.010046848136071897,0.0016624255172610876,0.01365202780361302,1.7557149373984966e-07,5.889663030721911e-11,1.9757618259939862e-14
0.07716344501675412,0.00327823533633333,0.017865919579194187,0.028359220060661907,0.8733323842478296,7.95492283999477e-07,2.6685268116058383e-10,8.951910109407626e-14
0.0070394516184399715,9.085543043961948e-05,0.9928596414672081,1.3066999376799425e-08,1.0016027784757885e-05,2.2381617197941493e-08,7.508075696697435e-12,2.5186787901536582e-15
0.015569738082824311,6.978818600290011e-05,3.0009259731473654e-05,3.06006383832427e-09,0.9843304447659957,1.6639798233116868e-08,5.5818966220522574e-12,1.872517694454909e-15
0.9999332284953829,1.4619061647565652e-05,6.3803368078758845e-06,6.717283370158657e-08,4.5701382352689185e-05,3.5497842131297723e-09,1.1907966788734253e-12,3.994677805748164e-16
1.0491986682915678e-05,2.2499514519585025e-05,0.0012811496629745443,3.901750822147412e-11,0.9986858534658627,5.329153943156911e-09,1.7876862430743783e-12,5.997019198194101e-16
4.596759614932626e-09,5.133618391920278e-05,6.165199185849473e-05,0.999782170808998,0.00010482367366374638,1.2740525610415813e-08,4.273909530569851e-12,1.4337369157152038e-15
5.13079771706165e-14,4.348365484990833e-06,1.2868517568486527e-06,0.9999925725928273,1.7911117501063218e-06,1.0777681945031548e-09,3.6154570226803826e-13,1.2128507079908054e-16
0.9513399647119887,0.00035248364573920793,0.04649411820556401,0.00019956932348793774,0.001613777219237657,8.686483363500424e-08,2.9139441389539664e-11,9.775193531935356e-15
0.9965026507115765,5.7166274566047816e-05,0.0032272289895546543,6.2598755533512855e-06,0.00020668005774410132,1.4086278239842343e-08,4.725344496580532e-12,1.585176474080672e-15
0.9907145488821248,0.0003437927715269015,0.0012176908561799629,0.0002856019437329686,0.007438281662896358,8.385539962929282e-08,2.8129834330520327e-11,9.436508088643903e-15
0.9943104967411175,0.000203715789262048,0.003350876492630079,0.00011126988752978837,0.00202359068998048,5.0382573050422834e-08,1.6901215934720798e-11,5.669726283579277e-15
0.9913436624447352,0.00011966247156115527,9.727575216398837e-06,4.4966502835630763e-07,0.008526468881139457,2.8952603181831614e-08,9.712318180256598e-12,3.258119757474407e-15
0.9985304795364537,8.205714943603834e-05,0.0012882083129118025,1.1862960638190056e-05,8.737192331931365e-05,2.0110492851804036e-08,6.746202233458588e-12,2.263098716482798e-15
5.1195980299937735e-05,1.973677708385864e-05,7.377408311910063e-06,3.769317320779692e-09,0.9999216814104304,4.652994336207603e-09,1.5608639762905445e-12,5.236115265887546e-16
0.9998603100340889,2.729412802417625e-05,2.9210039370418753e-05,4.6923999928204697e-07,8.270991419648533e-05,6.642091849149271e-09,2.2281312575808527e-12,7.474547622165245e-16
2.6327788489080624e-13,5.475117028243141e-06,1.7230480464263088e-06,0.999989801058129,2.999418302130311e-06,1.3577751668007636e-09,4.554762747738055e-13,1.5279526734571096e-16
0.9956261236127154,9.109048370061255e-05,0.004109604287902294,1.4018779602976036e-05,0.00015914045021449768,2.2378354276515743e-08,7.506976249856043e-12,2.5183099662802626e-15
0.898710830645009,0.0014192590713190828,0.006227664144704532,0.006537478704679361,0.08710442153365881,3.4578459463541474e-07,1.1599563980302329e-10,3.891220190947761e-14
0.9952873276548813,8.360203725540664e-05,0.004259660236548903,2.3532290836568944e-05,0.00034585717735620853,2.0596210046276214e-08,6.9091481617676415e-12,2.3177609864702504e-15
0.9016446755101128,0.0003601165158539848,0.09778848397808652,1.922879394424908e-05,0.00018740655131746435,8.862094591124955e-08,2.972853128192716e-11,9.972811173039313e-15
0.00046505750005842826,2.337937800011012e-05,0.9994978274640269,1.5387960384192102e-10,1.3729762572128746e-05,5.7395368904421986e-09,1.9253676482183876e-12,6.458888872948508e-16
0.9999906369261091,8.897101383561297e-07,7.4534732653095895e-06,5.297938811846239e-12,1.0196653301905813e-06,2.1978449479325684e-10,7.372835150597005e-14,2.4733106419651405e-17
0.9975219826241074,0.00013438987688566212,0.001809567088666813,7.587869517588736e-05,0.00045814876537457423,3.2938736161206566e-08,1.1049524385014168e-11,3.706702465820707e-15
0.0007289736047657912,0.0010836224139015717,0.006363521920957581,0.9715286555233215,0.02029495941492909,2.670325165438201e-07,8.957800378496796e-11,3.005007239150471e-14
0.9962546924119617,8.8715977129392e-05,0.0030725139588470866,3.1055230217089106e-05,0.0005530005293897453,2.188511132827385e-08,7.341521846547714e-12,2.4628061984931323e-15
1.0877765525947511e-10,2.6987992846381712e-05,2.605488765254162e-05,0.9998716726055764,7.527774451508877e-05,6.658397607549918e-09,2.233608636734815e-12,7.492922190550132e-16
