ARI_vs_sector,Silhouette_PCA,Bootstrap_ARIMean,Bootstrap_ARISD,Effective_K,PCA_var_PC1_PC2_PC3
0.26213872832369944,-0.09236719551261,,,6,0.2689057705928186
